Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
29488335,"Remanence (Confluence, #2)",Jennifer Foehner Wells,"Wells, Jennifer Foehner",,"=""""","=""""",5,4.11,Blue Bedlam Science Fiction,Kindle Edition,492,2016,2016,2016/08/04,2016/06/13,"g-big-dumb-object, g-aliens, g-space-opera, z-series-2, z-len-10-20-hours, z-read-src-ku","g-big-dumb-object (#9), g-aliens (#27), g-space-opera (#49), z-series-2 (#36), z-len-10-20-hours (#191), z-read-src-ku (#31)",read,"Fun sci-fi book. Won't make any sense unless you've read the first one. Took a turn toward Serious Issues (<spoiler>Slavery</spoiler>) about halfway through. Frankly, I'm a bit surprised by how much I enjoyed the story and characters (well, most of them - there are a couple of folks that I wouldn't have cried too much if they'd met dusk).<br/><br/>Audiobook narration - the same narrator as the previous book (Susanna Burney) returned and did a very good job, but for some reason they brought in a second, male, narrator. I thought that maybe it was to break up the chapters according to whether it was Jane or Alan's chapter, but the book isn't told in first person, and the chapters jump between characters' viewpoints. Having a second narrator for no obvious reason served only as a distraction.",,"Length: 12 hrs and 14 mins<br/>Narrated By Susanna Burney, Mark Linden<br/>",,,,0,,,,,
17371024,"The Rithmatist (Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.24,Tor Teen,Kindle Edition,384,2013,2013,,2016/06/10,"to-read, g-steampunk, g-urban-fantasy, z-len-05-10-hours, ab-meta-exists, ab-src-audible-av, ku-no","to-read (#558), g-steampunk (#10), g-urban-fantasy (#68), z-len-05-10-hours (#136), ab-meta-exists (#302), ab-src-audible-av (#207), ku-no (#126)",to-read,,,Length: 10 hrs and 23 mins<br/>Narrated By Michael Kramer<br/>,,,,0,,,,,
882055,Beyond Apollo,Barry N. Malzberg,"Malzberg, Barry N.",,"=""0881845515""","=""9780881845518""",0,3.64,Carroll & Graf,Mass Market Paperback,153,1989,1972,,2016/06/09,"to-read, ab-meta-undetermined, g-sci-fi","to-read (#557), ab-meta-undetermined (#100), g-sci-fi (#59)",to-read,,,,,,,0,,,,,
304253,The Pastel City,M. John Harrison,"Harrison, M. John",,"=""0385082630""","=""9780385082631""",0,3.76,"Doubleday & Company, Inc.",Hardcover,158,1972,1971,,2016/06/09,"to-read, ab-meta-undetermined, g-post-apocalyptic, g-sci-fi","to-read (#556), ab-meta-undetermined (#99), g-post-apocalyptic (#161), g-sci-fi (#58)",to-read,,,,,,,0,,,,,
240617,Tau Zero,Poul Anderson,"Anderson, Poul",,"=""0575077328""","=""9780575077324""",0,3.85,Gollancz,Paperback,190,2006,1970,,2016/06/09,"to-read, g-sci-fi, ku-no, ab-meta-exists, z-len-05-10-hours","to-read (#555), g-sci-fi (#57), ku-no (#135), ab-meta-exists (#364), z-len-05-10-hours (#159)",to-read,,,Length: 07 hrs and 44 mins<br/>Narrated By Neil Hellegers<br/>,,,,0,,,,,
327623,The Hieros Gamos of Sam and An Smith ,Josephine Saxton,"Saxton, Josephine",,"=""0207197075""","=""9780207197079""",0,4.17,Curtis Books,Mass Market,127,1969,1969,,2016/06/09,"to-read, g-sci-fi, ku-no, zz-ab-meta-none-all-dates, zz-ab-meta-none-201611","to-read (#554), g-sci-fi (#56), ku-no (#127), zz-ab-meta-none-all-dates (#84), zz-ab-meta-none-201611 (#6)",to-read,,,,,,,0,,,,,
845443,The Final Programme,Michael Moorcock,"Moorcock, Michael",,"=""0839823355""","=""9780839823353""",0,3.59,Gregg Press,Library Binding,168,1976,1968,,2016/06/09,"to-read, ab-meta-undetermined, g-sci-fi","to-read (#553), ab-meta-undetermined (#98), g-sci-fi (#55)",to-read,,,,,,,0,,,,,
226469,The Unteleported Man,Philip K. Dick,"Dick, Philip K.",,"=""042506252X""","=""9780425062524""",0,3.55,Berkley,Paperback,202,1983,1964,,2016/06/09,"to-read, ab-meta-undetermined, g-dystopia, g-sci-fi","to-read (#552), ab-meta-undetermined (#97), g-dystopia (#57), g-sci-fi (#54)",to-read,,,,,,,0,,,,,
1199688,Babel-17,Samuel R. Delany,"Delany, Samuel R.",,"=""0839823282""","=""9780839823285""",0,3.78,Gregg Press,Hardcover,158,1978,1966,,2016/06/09,"to-read, ab-meta-undetermined, g-aliens, g-sci-fi","to-read (#551), ab-meta-undetermined (#96), g-aliens (#26), g-sci-fi (#53)",to-read,,,,,,,0,,,,,
13042357,They Tell Me I'm The Bad Guy,R.D. Harless,"Harless, R.D.",,"=""""","=""""",0,3.93,St. Agatha Press,ebook,279,2011,2011,,2016/06/09,"to-read, g-post-apocalyptic, g-superpowers, ku-yes, zz-ab-meta-none-all-dates, zz-ab-meta-none-201611","to-read (#549), g-post-apocalyptic (#160), g-superpowers (#27), ku-yes (#35), zz-ab-meta-none-all-dates (#85), zz-ab-meta-none-201611 (#11)",to-read,,,,,,,0,,,,,
12692866,There Goes the Galaxy (There Goes the Galaxy #1),Jenn Thorson,"Thorson, Jenn",,"=""0983804508""","=""9780983804505""",0,3.56,Waterhouse Press,Paperback,358,2011,2011,,2016/06/09,"to-read, ab-meta-undetermined, g-aliens, z-series-1","to-read (#548), ab-meta-undetermined (#94), g-aliens (#25), z-series-1 (#215)",to-read,,,,,,,0,,,,,
6909642,The Boneshaker,Kate Milford,"Milford, Kate",Andrea Offermann,"=""0547241879""","=""9780547241876""",0,3.68,Clarion Books,Hardcover,372,2010,2010,,2016/06/09,"to-read, ab-meta-undetermined, g-steampunk, g-urban-fantasy, g-ya","to-read (#547), ab-meta-undetermined (#93), g-steampunk (#9), g-urban-fantasy (#67), g-ya (#1)",to-read,,,,,,,0,,,,,
17875055,"Earth & Sky (Earth & Sky, #1)",Megan Crewe,"Crewe, Megan",,"=""0670068128""","=""9780670068128""",0,3.47,Razorbill Canada,Hardcover,304,2014,2014,,2016/06/07,"to-read, ab-meta-undetermined, g-time-travel, g-dystopia, g-aliens, ku-cheap, g-ya, z-series-1","to-read (#546), ab-meta-undetermined (#92), g-time-travel (#175), g-dystopia (#56), g-aliens (#23), ku-cheap (#26), g-ya (#112), z-series-1 (#214)",to-read,,,,,,,0,,,,,
18653188,"In Times Like These (In Times Like These, #1)",Nathan Van Coops,"Coops, Nathan Van",,"=""0989475506""","=""9780989475501""",0,4.06,Skylighter Press,Paperback,382,2013,2013,,2016/06/07,"to-read, g-time-travel, eb-acquired, ku-yes, z-loc-kindle, z-series-1, ab-meta-exists, z-len-10-20-hours","to-read (#545), g-time-travel (#174), eb-acquired (#36), ku-yes (#33), z-loc-kindle (#8), z-series-1 (#213), ab-meta-exists (#358), z-len-10-20-hours (#200)",to-read,,,Length: 13 hrs and 46 mins<br/>Narrated By Neil Hellegers<br/>,,,,0,,,,,
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0765385503""","=""9780765385505""",0,3.88,Tor.com,Hardcover,173,2016,2016,,2016/06/02,"to-read, g-urban-fantasy, z-len-00-05-hours, ku-cheap, ab-meta-exists, g-ya","to-read (#544), g-urban-fantasy (#66), z-len-00-05-hours (#14), ku-cheap (#35), ab-meta-exists (#308), g-ya (#111)",to-read,,,Length: 04 hrs and 44 mins<br/>Narrated By Cynthia Hopkins<br/>,,,,0,,,,,
28696452,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,"Schwab, Victoria",,"=""1785652745""","=""9781785652745""",0,4.16,Titan Books Ltd,Paperback,407,2016,2016,,2016/06/01,"to-read, g-urban-fantasy, g-ya, z-series-1, ab-meta-exists, g-monster, ku-no, z-len-10-20-hours","to-read (#542), g-urban-fantasy (#65), g-ya (#110), z-series-1 (#212), ab-meta-exists (#327), g-monster (#2), ku-no (#137), z-len-10-20-hours (#185)",to-read,,,Length: 10 hrs and 09 mins<br/>Narrated By Therese Plummer<br/>,,,,0,,,,,
668714,The Goblin Reservation,Clifford D. Simak,"Simak, Clifford D.",,"=""0881848972""","=""9780881848977""",0,4.00,Carroll & Graf Publishers,Paperback,192,1993,1968,,2016/05/31,"to-read, g-aliens, g-space-opera, g-time-travel, ab-meta-exists, ku-cheap, z-len-05-10-hours","to-read (#541), g-aliens (#22), g-space-opera (#47), g-time-travel (#173), ab-meta-exists (#297), ku-cheap (#28), z-len-05-10-hours (#134)",to-read,,,Length: 06 hrs and 15 mins<br/>Narrated By Bernard Setaro Clark,,,,0,,,,,
280735,The Forever Man,Gordon R. Dickson,"Dickson, Gordon R.",,"=""044124713X""","=""9780441247134""",0,3.62,Ace,Paperback,345,1988,1986,,2016/05/27,"to-read, ab-meta-undetermined, g-space-opera","to-read (#540), ab-meta-undetermined (#91), g-space-opera (#46)",to-read,,,,,,,0,,,,,
27809678,The Spaceship Next Door,Gene Doucette,"Doucette, Gene",,"=""1519189397""","=""9781519189394""",0,4.12,Createspace Independent Publishing Platform,Paperback,424,2015,,,2016/05/27,"to-read, g-aliens, ku-no, ab-meta-exists, z-len-10-20-hours","to-read (#539), g-aliens (#21), ku-no (#123), ab-meta-exists (#338), z-len-10-20-hours (#193)",to-read,,,Length: 11 hrs and 35 mins<br/>Narrated By Steve Carlson<br/>,,,,0,,,,,
13110467,Walker,Michael Langlois,"Langlois, Michael",,"=""""","=""""",0,3.73,,Kindle Edition,364,,2011,,2016/05/26,"to-read, ab-meta-undetermined, g-urban-fantasy","to-read (#538), ab-meta-undetermined (#90), g-urban-fantasy (#64)",to-read,,,,,,,0,,,,,
4728684,Couch,Benjamin Parzybok,"Parzybok, Benjamin",,"=""1931520542""","=""9781931520546""",0,3.42,Small Beer Press,Paperback,256,2008,2008,,2016/05/25,"to-read, zz-eb-humblebundle, eb-acquired","to-read (#537), zz-eb-humblebundle (#22), eb-acquired (#35)",to-read,,,,,,,0,,,,,
534595,Kalpa Imperial: The Greatest Empire That Never Was,Angélica Gorodischer,"Gorodischer, Angélica",Ursula K. Le Guin,"=""1931520054""","=""9781931520058""",0,4.05,Small Beer Press,Paperback,246,2003,1983,,2016/05/25,"to-read, zz-eb-humblebundle, eb-acquired","to-read (#536), zz-eb-humblebundle (#21), eb-acquired (#34)",to-read,,,,,,,0,,,,,
16057298,North American Lake Monsters: Stories,Nathan Ballingrud,"Ballingrud, Nathan",,"=""1618730592""","=""9781618730596""",0,4.03,Small Beer Press,Hardcover,205,2013,2013,,2016/05/25,"to-read, zz-eb-humblebundle, eb-acquired","to-read (#535), zz-eb-humblebundle (#20), eb-acquired (#33)",to-read,,,,,,,0,,,,,
23282249,Archivist Wasp,Nicole Kornher-Stace,"Kornher-Stace, Nicole",,"=""1618730975""","=""9781618730978""",0,3.74,Big Mouth House,Paperback,268,2015,2015,,2016/05/25,"to-read, zz-eb-humblebundle, eb-acquired","to-read (#534), zz-eb-humblebundle (#19), eb-acquired (#32)",to-read,,,,,,,0,,,,,
258096,The Child Garden,Geoff Ryman,"Ryman, Geoff",,"=""0575076909""","=""9780575076907""",0,3.75,Gollancz,Paperback,400,2005,1989,,2016/05/25,"to-read, zz-eb-humblebundle, eb-acquired","to-read (#533), zz-eb-humblebundle (#18), eb-acquired (#31)",to-read,,,,,,,0,,,,,
11249375,After the Apocalypse,Maureen F. McHugh,"McHugh, Maureen F.",,"=""1931520291""","=""9781931520294""",0,3.61,Small Beer Press,Paperback,188,2011,2011,,2016/05/25,"to-read, zz-eb-humblebundle, eb-acquired","to-read (#532), zz-eb-humblebundle (#17), eb-acquired (#30)",to-read,,,,,,,0,,,,,
29757544,Infinite Time (Infinite Time #1),H.J. Lawson,"Lawson, H.J.",,"=""1532839987""","=""9781532839986""",0,3.89,HJLawson,Paperback,220,2016,,,2016/05/25,"to-read, g-time-travel, ku-yes, g-ya, ab-meta-exists","to-read (#531), g-time-travel (#172), ku-yes (#32), g-ya (#109), ab-meta-exists (#361)",to-read,,,Length: 04 hrs and 35 mins<br/>Narrated By RJ Walker<br/>,,,,0,,,,,
29611417,Odd Adventures with your Other Father,Norman Prentiss,"Prentiss, Norman",,"=""""","=""""",0,4.37,,,,,,,2016/05/25,"to-read, g-horror, ku-yes, zz-ab-meta-none-all-dates, g-ya, zz-ab-meta-none-201611","to-read (#530), g-horror (#6), ku-yes (#31), zz-ab-meta-none-all-dates (#83), g-ya (#108), zz-ab-meta-none-201611 (#5)",to-read,,,,,,,0,,,,,
153492,"The 39 Steps (Richard Hannay, #1)",John Buchan,"Buchan, John",,"=""1419151126""","=""9781419151125""",0,3.60,William Blackwood & Sons,Paperback,100,2004,1915,,2016/05/24,"literature, ab-meta-undetermined, g-noir, g-mystery, g-thriller, z-series-1","literature (#16), ab-meta-undetermined (#89), g-noir (#3), g-mystery (#8), g-thriller (#2), z-series-1 (#211)",literature,,,,,,,0,,,,,
1852,The Call of the Wild,Jack London,"London, Jack",,"=""0439227143""","=""9780439227148""",0,3.82,Scholastic,Paperback,172,2001,1903,,2016/05/24,"literature, z-len-00-05-hours, ku-cheap, g-thriller, ab-meta-exists","literature (#15), z-len-00-05-hours (#16), ku-cheap (#56), g-thriller (#5), ab-meta-exists (#330)",literature,,,Length: 03 hrs and 37 mins<br/>Narrated By Alan Munro<br/>,,,,0,,,,,
17245,Dracula,Bram Stoker,"Stoker, Bram",,"=""0393970124""","=""9780393970128""",0,3.97,W.W. Norton & Company,Paperback,488,1986,1897,,2016/05/24,"literature, z-len-10-20-hours, ku-cheap, g-vampires, ab-meta-exists","literature (#14), z-len-10-20-hours (#173), ku-cheap (#31), g-vampires (#2), ab-meta-exists (#304)",literature,,,Length: 15 hrs and 47 mins<br/>Narrated By Peter Batchelor<br/>,,,,0,,,,,
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.91,Penguin Press,Hardcover,480,2014,2014,,2016/05/23,"g-non-fiction, to-read, ab-meta-exists, ku-cheap, z-len-10-20-hours","g-non-fiction (#3), to-read (#529), ab-meta-exists (#315), ku-cheap (#41), z-len-10-20-hours (#177)",to-read,,,Length: 13 hrs and 28 mins<br/>Narrated By Jordan Ellenberg<br/>,,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.33,Harvill Secker,Paperback,443,2014,2011,,2016/05/23,"to-read, g-non-fiction, ab-meta-exists, ku-cheap, z-len-10-20-hours","to-read (#528), g-non-fiction (#2), ab-meta-exists (#295), ku-cheap (#27), z-len-10-20-hours (#170)",to-read,,,Length: 15 hrs and 18 mins<br/>Narrated By Derek Perkins,,,,0,,,,,
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,"=""0060987103""","=""9780060987107""",0,3.51,William Morrow Paperbacks,Paperback,426,2000,1995,,2016/05/23,"to-read, ab-meta-undetermined, eb-acquired, g-fantasy, ku-cheap, z-series-1","to-read (#527), ab-meta-undetermined (#88), eb-acquired (#29), g-fantasy (#23), ku-cheap (#25), z-series-1 (#210)",to-read,,,,,,,0,,,,,
27385340,Toward Yesterday,Paul Antony Jones,"Jones, Paul Antony",,"=""""","=""""",4,3.66,47North,Kindle Edition,290,2016,2011,2016/05/27,2016/05/19,"g-time-travel, z-len-05-10-hours, z-read-src-ku","g-time-travel (#171), z-len-05-10-hours (#131), z-read-src-ku (#29)",read,"Let's talk about 2 other books before I get into this review:<br/>1) My favorite book of all time is Ken Grimwood's [b:Replay|341735|Replay|Ken Grimwood|https://d.gr-assets.com/books/1441156728s/341735.jpg|1804797]. In Replay, a middle-aged man has a heart attack and instead of dying, wakes up earlier in his life, as a college student, complete with all the memories of the next 20+ years. He dies and re-awakens many times, and I don't want to spoil that book here, so I'll stop. But Toward Yesterday is exactly the premise of Replay, but extended to the entire population of the earth. Ok, so Toward Yesterday isn't exactly a truly original book, but there were many thought-provoking issues that came up, only some of which were brought up by the book, but quite a few that have me thinking (one, right off the top of my head: if a person was born only a short time (let's say ""weeks"") after the time reset, would they still be born the same person as before?)<br/>2) Kurt Vonnegut wrote a book called [b:Timequake|9594|Timequake|Kurt Vonnegut|https://d.gr-assets.com/books/1405784951s/9594.jpg|6835609], in which the entirety of the population jumps back 10 years, and with all memory of future events intact; however, they do not have the ability to change any actions, as they do not have free will. As is often the case with Vonnegut, the book was the story ABOUT the story, which will probably only make sense if you've ever read much Vonnegut. I was really hoping for so much more from Timequake, but was ultimately let down, as I felt that the ideas and ramifications of the time reset event were not really explored to any degree at all. <br/><br/>So... Toward Yesterday is the book that I'd wished Timequake could've been, even though I could not stop comparing it to Replay. However, to be perfectly clear - Toward Yesterday is definitely not as good as Replay, even though it had potential to be. <br/><br/>To me, this book failed to be as good as it could've been on 2.5 fronts:<br/>1) The final 1/4 of the book has an additional layer of drama to it that is totally unnecessary, in my opinion. It's also based on a coincidence that one of the characters themselves mentions must be a trillion to one. Unfortunately, it was telegraphed from nearly the beginning and simply added nothing to the book beyond padding the word count.<br/>1.5) There is a romance sub-plot that also seems totally unnecessary, or at the very least - totally underused (<spoiler>It would've been very interesting to have pointed out that even though biologically there was only a 10? year difference between the lovers, one had an additional 20+ years aging and experience on the other, so, in effect, it was more of a 30+ year age difference</spoiler>)<br/>2) The cop-out ending <spoiler>The bomb killed all the team and destroyed the experiment, but it still worked out anyway because of ... alternate timelines spilling over? or something... whatever it takes to tack on an ending to the book, right?</spoiler>.<br/><br/>So in the end, I liked the book, but wish that it could've been just a little bit better.",,Length: 07 hrs and 29 mins<br/>Narrated By Alexander Cendese,,,,0,,,,,
25991081,The Square Root of Summer,Harriet Reuter Hapgood,"Hapgood, Harriet Reuter",,"=""1626723737""","=""9781626723733""",0,3.49,Roaring Brook Press,Hardcover,295,2016,2016,,2016/05/18,"to-read, ab-meta-undetermined, g-time-travel","to-read (#526), ab-meta-undetermined (#87), g-time-travel (#170)",to-read,,,,,,,0,,,,,
48004,The Thief of Time,John Boyne,"Boyne, John",,"=""0312354800""","=""9780312354800""",0,3.43,Thomas Dunne Books,Hardcover,384,2007,2000,,2016/05/18,"to-read, ab-meta-undetermined, g-time-travel","to-read (#525), ab-meta-undetermined (#86), g-time-travel (#169)",to-read,,,,,,,0,,,,,
20983362,"Passenger (Passenger, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""1484715772""","=""9781484715772""",0,3.87,Disney-Hyperion,Hardcover,496,2016,2016,,2016/05/18,"to-read, g-time-travel, z-len-10-20-hours, ku-cheap, ab-meta-exists, z-series-1","to-read (#524), g-time-travel (#168), z-len-10-20-hours (#176), ku-cheap (#40), ab-meta-exists (#314), z-series-1 (#209)",to-read,,,Length: 13 hrs and 28 mins<br/>Narrated By Saskia Maarleveld<br/>,,,,0,,,,,
16248197,The Curiosity,Stephen P. Kiernan,"Kiernan, Stephen P.",,"=""006222106X""","=""9780062221063""",0,3.55,William Morrow,Hardcover,434,2013,2013,,2016/05/18,"to-read, ab-meta-undetermined, g-time-travel","to-read (#523), ab-meta-undetermined (#85), g-time-travel (#167)",to-read,,,,,,,0,,,,,
16065595,The Impossible Lives of Greta Wells: A Novel,Andrew Sean Greer,"Greer, Andrew Sean",,"=""0062213849""","=""9780062213846""",0,3.46,Ecco,ebook,304,2013,2013,,2016/05/18,"ab-meta-undetermined, g-urban-fantasy, g-time-travel, to-read","ab-meta-undetermined (#84), g-urban-fantasy (#62), g-time-travel (#166), to-read (#543)",to-read,,,,,,,0,,,,,
9766078,"The Map of Time (Trilogía Victoriana, #1)",Félix J. Palma,"Palma, Félix J.",Nick Caistor,"=""1439167397""","=""9781439167397""",0,3.37,Atria Books,Hardcover,613,2011,2008,,2016/05/18,"to-read, ab-meta-undetermined, g-time-travel, z-series-1","to-read (#522), ab-meta-undetermined (#83), g-time-travel (#165), z-series-1 (#208)",to-read,,,,,,,0,,,,,
833710,"The Merchant of Death (Pendragon, #1)",D.J. MacHale,"MacHale, D.J.",,"=""0743437314""","=""9780743437318""",0,3.92,Aladdin Paperbacks,Paperback,375,2002,2002,,2016/05/18,"to-read, z-len-05-10-hours, ku-cheap, g-urban-fantasy, ab-meta-exists, z-series-1","to-read (#521), z-len-05-10-hours (#139), ku-cheap (#37), g-urban-fantasy (#71), ab-meta-exists (#310), z-series-1 (#207)",to-read,,,Length: 12 hrs and 10 mins<br/>Narrated By William Dufris<br/>,,,,0,,,,,
9776876,"Time's Edge (Time's Edge, #1)",J.M. Dattilo,"Dattilo, J.M.",,"=""1453853545""","=""9781453853542""",0,3.76,,Paperback,320,2010,2010,,2016/05/18,"to-read, ab-meta-undetermined, g-time-travel, z-series-1","to-read (#520), ab-meta-undetermined (#82), g-time-travel (#164), z-series-1 (#206)",to-read,,,,,,,0,,,,,
22081556,Eleanor,Jason Gurley,"Gurley, Jason",,"=""""","=""""",0,3.75,,Kindle Edition,450,2014,2014,,2016/05/17,"to-read, g-time-travel, ab-meta-exists, ku-no, z-len-10-20-hours","to-read (#519), g-time-travel (#163), ab-meta-exists (#332), ku-no (#142), z-len-10-20-hours (#187)",to-read,,,Length: 12 hrs and 49 mins<br/>Narrated By Cassandra Campbell<br/>,,,,0,,,,,
17233892,The Man Who Ended the World,Jason Gurley,"Gurley, Jason",,"=""""","=""""",0,3.72,Kindle Store,Kindle Edition,208,2013,2013,,2016/05/17,"to-read, ab-meta-undetermined, g-dystopia, g-post-apocalyptic","to-read (#518), ab-meta-undetermined (#81), g-dystopia (#55), g-post-apocalyptic (#159)",to-read,,,,,,,0,,,,,
